6918A92B-0000-0000-0000-000000000020,{'subject': '/home/admin/clean /home/admin/clean'},282591
05000000-2B08-0000-0000-000000000000,{'file': '/dev/urandom'},643403
80370C6E-7BAD-9299-4497-500000000040,{'netflow': '128.55.12.110:44411->146.153.68.151:80'},73612
8E181F2D-0000-0000-0000-000000000020,{'subject': '/home/admin/Downloads/firefox/firefox /usr/bin/firefox'},282628
0100D00F-1425-1E00-0000-000048F78F1C,{'file': '/var/log'},658236
0100D00F-1D12-1E00-0000-00009F8F0C12,{'file': '/var/log/xdev'},658599
0100D00F-0100-1800-0000-0000482BD002,{'file': '/etc'},652300
0100D00F-44C5-0600-0000-00006E15B00E,{'file': '/home/admin/clean'},652280
0100D00F-E379-1800-0000-000091CF3724,{'file': '/etc/passwd'},642651
80370C6E-8581-8D2B-B0CB-500000000040,{'netflow': '128.55.12.110:33157->141.43.176.203:80'},73611
80370C6E-42AD-9299-4497-500000000040,{'netflow': '128.55.12.110:44354->146.153.68.151:80'},73089
D618C22D-0000-0000-0000-000000000020,{'subject': '/home/admin/clean (deleted) /home/admin/clean'},282701
0100D00F-C400-1C00-0000-000048D2040E,{'file': '/usr/share'},629227
0100D00F-4110-1400-0000-000048EB9630,{'file': '/lib/x86_64-linux-gnu/libc-2.15.so'},642631
06187E2A-0000-0000-0000-000000000020,{'subject': '/usr/bin/fluxbox fluxbox'},282484
0E000000-2900-0000-0000-000000000000,{'file': '/sys/devices/system/cpu/online'},642638
0100D00F-9110-1400-0000-00004826EF38,{'file': '/lib/x86_64-linux-gnu/libpthread-2.15.so'},643176
05000000-2033-0000-0000-000000000000,{'file': '/dev/glx_alsa_675'},1101815
0100D00F-0200-1C00-0000-0000486B1212,{'file': '/usr'},652364
80370C6E-4C81-8D2B-B0CB-500000000040,{'netflow': '128.55.12.110:33100->141.43.176.203:80'},73088
7F1FD92F-0000-0000-0000-000000000020,{'subject': '/usr/bin/fluxbox fluxbox'},284406
0100D00F-5EC5-0600-0000-0000697C471C,{'file': '/home/admin/profile'},658171
0100D00F-A66C-1800-0000-00003423B213,{'file': '/etc/ld.so.cache'},642629
80370C6E-64B2-A174-5848-500000000040,{'netflow': '128.55.12.110:45668->161.116.88.72:80'},74539
61739171-0100-0000-0000-000000000020,{'subject': '/home/admin/profile (deleted) /home/admin/profile'},372585
2420E930-0000-0000-0000-000000000020,{'subject': '/home/admin/Downloads/firefox/firefox /usr/bin/firefox'},284571
80370C6E-AAB0-A174-5848-500000000040,{'netflow': '128.55.12.110:45226->161.116.88.72:80'},73241
0100D00F-0200-0000-0000-000000000000,{'file': '/'},652299
FC1F9E30-0000-0000-0000-000000000020,{'subject': '/home/admin/profile /home/admin/profile'},284531
0100D00F-0100-0A00-0000-0000486B1212,{'file': '/root'},652294
0100D00F-E31A-2E00-0000-0000926A5538,{'file': '/root/Documents'},652298
