F410BE96-4C0C-765E-8C4C-6F0E2E760020,{'file': 'None'},379491
65142C5B-32FF-825F-BF32-60951F827170,{'file': 'None'},383042
A2A67F6D-3F62-11E8-A5CB-3FA3753A265A,{'subject': 'None sshd'},379442
4F66A7D8-7695-7051-9576-684791704F29,{'file': 'None'},1023015
76A739B1-A13E-FD50-BEA1-B218A0FD0400,{'file': 'None'},379489
24782D99-5286-465D-8652-63817D46C1BD,{'file': 'None'},2321510
308E149F-F225-9859-A5F2-8C9BB9983D48,{'file': 'None'},674135
51110606-D232-9652-B2D2-3A7242968F8A,{'file': 'None'},379482
4FB30E44-3F1C-11E8-A5CB-3FA3753A265A,{'netflow': '128.55.12.73:63341->53.158.101.118:80'},147515
DD6625DA-3F1C-11E8-A5CB-3FA3753A265A,{'subject': 'None procstat'},371019
937BA111-3F1B-11E8-A5CB-3FA3753A265A,{'netflow': '128.55.12.73:80->25.159.96.207:58625'},147459
6C04A21E-0D75-2B5F-B50D-88F06F2B7BF7,{'file': 'None'},2610945
482AD2B6-3E7E-11E8-A5CB-3FA3753A265A,{'netflow': '128.55.12.73:39242->53.158.101.118:80'},141183
3209A26F-A6EF-0350-AFA6-B1BD1003D390,{'file': 'None'},418674
885AF67E-0E96-FE5D-960E-14BA5DFEBBD3,{'file': 'None'},2610595
44CE72F2-30C7-E55C-8730-450E5CE558AE,{'file': '/tmp/injectLog.txt'},2610618
BDE72B85-DCD9-835C-99DC-32E13C838365,{'file': '/usr/sbin/sshd'},537199
E5A15412-68E0-FD54-A068-DD6114FD9040,{'file': '/tmp/pEja72mA'},2609543
1633500B-D34B-8058-8BD3-ABB7D880915E,{'file': 'None'},379506
416AB837-8E42-6D58-828E-6976586D8E68,{'file': '/dev/random'},380024
937BE863-3F1B-11E8-A5CB-3FA3753A265A,{'netflow': '128.55.12.73:49722->76.56.184.25:80'},147460
11C65665-3DC3-11E8-A5CA-3FA3753A265A,{'subject': 'None nginx'},356868
57F81A85-12E4-0A52-A412-AF02620A2A60,{'file': 'None'},449722
01121F6A-3F1D-11E8-A5CB-3FA3753A265A,{'netflow': '128.55.12.73:27885->198.115.236.119:80'},147535
4FB0BFEA-3F1C-11E8-A5CB-3FA3753A265A,{'subject': 'None pEja72mA'},370961
7A350F75-9945-425D-8599-15CEBD426F06,{'file': 'None'},2610972
DEF1F812-3F1C-11E8-A5CB-3FA3753A265A,{'netflow': '128.55.12.73:47282->198.115.236.119:80'},147527
93A2D6AC-3F1B-11E8-A5CB-3FA3753A265A,{'netflow': '128.55.12.73:27115->155.162.39.48:80'},147461
48289024-3E7E-11E8-A5CB-3FA3753A265A,{'subject': 'None XIM'},355357
0C773AFD-8F2A-3555-AA8F-AFF835357207,{'file': 'None'},2609723
